questionId,tradeId,userId,tradedAt,newValue,resolvedAt,resolveValue,Brier,set,active,timeToRes,timeSinceActive,inExp,firstActive,quarter,brierDiff,diffWeight
628,109417,10549,12/30/2014 18:01,"0.91999996,0.07999999",12/31/2014 23:59,"[1, 0]",0.012800005,B,Y,1.24872438,23.75126405,in,1st,2,0.012600005,0.000162037
628,109418,45,12/30/2014 18:02,"0.92999995,0.07000001",12/31/2014 23:59,"[1, 0]",0.009800008,B,Y,1.24856326,23.75142517,in,1st,2,-0.002999996,0.0190625
670,109420,45,12/30/2014 18:02,"0.98,0.020000001",12/31/2014 23:59,"[1, 0]",0.0008,A,N,1.248215448,53.75177298,in,NA,2,0.000599999,-210.3650347
705,109419,10549,12/30/2014 18:02,"0.94500023,0.055000026",12/31/2014 22:59,"[1, 0]",0.006049978,B,Y,1.206787939,23.75153382,in,1st,2,0.005849979,0.001053241
937,109421,10549,12/30/2014 18:02,"0.945,0.055",12/31/2014 23:59,"[1, 0]",0.00605,B,Y,1.248200172,23.75178825,in,1st,2,0.00585,0.000104167
937,109423,45,12/30/2014 18:02,"0.95,0.05",12/31/2014 23:59,"[1, 0]",0.005,B,Y,1.248095165,23.75189326,in,1st,2,-0.00105,0.015763889
469,109427,10549,12/30/2014 18:03,"0.94,0.059999995",12/31/2014 23:59,"[1, 0]",0.007199999,B,Y,1.247783775,23.75220465,in,1st,2,0.006399999,0.000173611
469,109429,45,12/30/2014 18:03,"0.95,0.05",12/31/2014 23:59,"[1, 0]",0.005,B,Y,1.247614991,23.75237343,in,1st,2,-0.002199999,0.073506944
705,109430,45,12/30/2014 18:03,"0.95000005,0.04999999",12/31/2014 22:59,"[1, 0]",0.004999994,B,Y,1.205733379,23.75258838,in,1st,2,-0.001049984,0.0734375
733,109426,10549,12/30/2014 18:03,"0.945,0.055",12/31/2014 23:59,"[1, 0]",0.00605,B,Y,1.247882749,23.75210568,in,1st,2,0.00585,0.000104167
733,109428,45,12/30/2014 18:03,"0.95,0.05",12/31/2014 23:59,"[1, 0]",0.005,B,Y,1.247781179,23.75220725,in,1st,2,-0.00105,0.073923611
128,109431,45,12/30/2014 18:04,"0.98,0.020000001",12/31/2014 23:00,"[1, 0]",0.0008,A,N,1.205164958,53.75316838,in,NA,2,0.0006,0.001493056
183,109432,10549,12/30/2014 18:05,"0.945,0.055000003",12/31/2014 23:00,"[1, 0]",0.00605,B,Y,1.204742644,23.75359069,in,1st,2,0.00585,0.000289352
183,109434,45,12/30/2014 18:05,"0.95,0.050000004",12/31/2014 23:00,"[1, 0]",0.005,B,Y,1.204453531,23.7538798,in,1st,2,-0.00105,0.0721875
76,109439,10549,12/30/2014 18:06,"0.945,0.055",12/31/2014 23:59,"[1, 0]",0.00605,A,N,1.245524642,53.75446378,in,NA,2,0.00585,0.011296296
103,109440,10549,12/30/2014 18:06,"0.94468516,0.055314805",12/31/2014 23:59,"[1, 0]",0.006119459,A,N,1.245437287,53.75455114,in,NA,2,0.005919459,0.011157407
128,109441,10549,12/30/2014 18:06,"0.94000006,0.060000002",12/31/2014 23:00,"[1, 0]",0.007199993,A,N,1.203678493,53.75465484,in,NA,2,0.006399993,0.010694444
419,109438,10549,12/30/2014 18:06,"0.945,0.055000003",12/30/2014 23:00,"[1, 0]",0.00605,A,N,0.203921079,53.75441225,in,NA,2,0.00585,0.011388889
179,109444,10549,12/30/2014 18:07,"0.945,0.055000003",12/31/2014 0:00,"[1, 0]",0.00605,A,N,0.24454008,53.75545992,in,NA,2,0.00585,0.001875
191,109445,10549,12/30/2014 18:07,"0.945,0.054999996",12/31/2014 0:00,"[1, 0]",0.00605,A,N,0.244447695,53.7555523,in,NA,2,0.00585,0.02443287
195,109446,10549,12/30/2014 18:08,"0.945,0.055",12/31/2014 0:00,"[1, 0]",0.00605,A,N,0.244378593,53.75562141,in,NA,2,0.00585,0.007303241
204,109447,10549,12/30/2014 18:08,"0.945,0.055",12/31/2014 23:59,"[1, 0]",0.00605,A,N,1.24421738,53.75577105,in,NA,2,0.00585,0.007083333
224,109448,10549,12/30/2014 18:08,"0.945,0.055",12/31/2014 0:00,"[1, 0]",0.00605,A,N,0.244124696,53.7558753,in,NA,2,0.00585,0.011145833
229,109449,10549,12/30/2014 18:08,"0.945,0.055",12/31/2014 0:00,"[1, 0]",0.00605,A,N,0.244000805,53.7559992,in,NA,2,0.00585,0.006643519
231,109450,10549,12/30/2014 18:08,"0.94,0.059999995",12/31/2014 0:00,"[1, 0]",0.007199999,N,NA,0.243903401,NA,out,NA,2,0.006399999,0.006481481
347,109451,10549,12/30/2014 18:09,"0.945,0.055000003",12/31/2014 0:00,"[1, 0]",0.00605,A,N,0.24373111,53.75626889,in,NA,2,0.00585,0.000960648
376,109452,10549,12/30/2014 18:09,"0.945,0.055000003",1/6/2015 0:00,"[1, 0]",0.00605,A,N,6.24364783,53.75635217,in,NA,2,0.00585,0.000787037
179,109456,45,12/30/2014 18:10,"0.95,0.050000004",12/31/2014 0:00,"[1, 0]",0.005,A,N,0.242671921,53.75732808,in,NA,2,-0.00105,0.022685185
347,109455,45,12/30/2014 18:10,"0.95,0.050000004",12/31/2014 0:00,"[1, 0]",0.005,A,N,0.242766474,53.75723353,in,NA,2,-0.00105,0.022476852
376,109454,45,12/30/2014 18:10,"0.95,0.050000004",1/6/2015 0:00,"[1, 0]",0.005,A,N,6.242858977,53.75714102,in,NA,2,-0.00105,0.022511574
195,109461,45,12/30/2014 18:18,"0.95,0.05",12/31/2014 0:00,"[1, 0]",0.005,A,N,0.237078896,53.7629211,in,NA,2,-0.00105,0.017013889
204,109460,45,12/30/2014 18:18,"0.95,0.05",12/31/2014 23:59,"[1, 0]",0.005,A,N,1.23713623,53.7628522,in,NA,2,-0.00105,0.017037037
229,109459,45,12/30/2014 18:18,"0.95,0.05",12/31/2014 0:00,"[1, 0]",0.005,A,N,0.23735167,53.76264833,in,NA,2,-0.00105,0.017164352
231,109458,45,12/30/2014 18:18,"0.95,0.05",12/31/2014 0:00,"[1, 0]",0.005,N,NA,0.237420835,NA,out,NA,2,-0.002199999,0.0171875
76,109468,45,12/30/2014 18:22,"0.95,0.05",12/31/2014 23:59,"[1, 0]",0.005,A,N,1.234226266,53.76576216,in,NA,2,-0.00105,0.059282407
103,109467,45,12/30/2014 18:22,"0.95000017,0.05",12/31/2014 23:59,"[1, 0]",0.004999983,A,N,1.234280322,53.7657081,in,NA,2,-0.001119476,0.059456019
128,109466,45,12/30/2014 18:22,"0.9500001,0.05000001",12/31/2014 23:00,"[1, 0]",0.004999991,A,N,1.192981446,53.76535189,in,NA,2,-0.002200002,0.014722222
419,109469,45,12/30/2014 18:22,"0.95,0.050000004",12/30/2014 23:00,"[1, 0]",0.005,A,N,0.192524191,53.76580914,in,NA,2,-0.00105,0.151805556
224,109471,45,12/30/2014 18:24,"0.95,0.05",12/31/2014 0:00,"[1, 0]",0.005,A,N,0.2329814,53.7670186,in,NA,2,-0.00105,0.012835648
459,109474,10528,12/30/2014 18:25,"0.97999996,0.019999996",12/31/2014 23:59,"[1, 0]",0.000800001,B,Y,1.232219073,23.76776935,in,1st,2,-0.004199999,9.26E-05
459,109475,10077,12/30/2014 18:25,"0.95000005,0.05",12/31/2014 23:59,"[1, 0]",0.004999995,B,Y,1.232124465,23.76786396,in,1st,2,0.004199994,0.001377315
937,109472,821,12/30/2014 18:25,"0.99,0.009999998",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.232335004,23.76765342,in,1st,2,-0.0048,0.530671296
145,109479,10528,12/30/2014 18:26,"0.98999995,0.009999999",12/31/2014 0:00,"[1, 0]",0.000200001,B,Y,0.231390928,23.76860907,in,1st,2,-0.005849999,-352.9966667
194,109478,10528,12/30/2014 18:26,"0.98,0.02",12/31/2014 0:00,"[1, 0]",0.0008,B,Y,0.231535611,23.76846439,in,1st,2,-0.00525,0.058634259
205,109477,10528,12/30/2014 18:26,"0.98,0.02",12/31/2014 23:59,"[1, 0]",0.0008,B,Y,1.231681688,23.76830674,in,1st,2,-0.00525,0.106238426
417,109476,10528,12/30/2014 18:26,"0.009999996,0.99",12/31/2014 0:00,"[1, 0]",1.960200008,B,Y,0.231804335,23.76819567,in,1st,2,0.174149101,-270.3837847
459,109480,10528,12/30/2014 18:27,"0.99,0.009999998",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.230750296,23.76923813,in,1st,2,-0.004799995,0.000185185
459,109481,10077,12/30/2014 18:27,"0.9540874,0.045912605",12/31/2014 23:59,"[1, 0]",0.004215934,B,Y,1.230559425,23.769429,in,1st,2,0.004015934,0.001516204
628,109482,10528,12/30/2014 18:29,"0.96000004,0.039999995",12/31/2014 23:59,"[1, 0]",0.003199996,B,Y,1.229493014,23.77049541,in,1st,2,-0.006600012,3.47E-05
628,109483,10077,12/30/2014 18:29,"0.93,0.07000001",12/31/2014 23:59,"[1, 0]",0.009800001,B,Y,1.229460256,23.77052817,in,1st,2,0.006600005,0.0003125
459,109485,10528,12/30/2014 18:30,"0.98999995,0.009999999",12/31/2014 23:59,"[1, 0]",0.000200001,B,Y,1.229047471,23.77094095,in,1st,2,-0.004015933,4.63E-05
459,109486,10077,12/30/2014 18:30,"0.95439416,0.045605853",12/31/2014 23:59,"[1, 0]",0.004159786,B,Y,1.228999241,23.77098919,in,1st,2,0.003959785,0.000231481
459,109487,10528,12/30/2014 18:30,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.228763374,23.77122505,in,1st,2,-0.003959786,3.47E-05
459,109488,10077,12/30/2014 18:30,"0.9544441,0.045555856",12/31/2014 23:59,"[1, 0]",0.004150676,B,Y,1.228733379,23.77125505,in,1st,2,0.003950676,0.000543981
628,109484,10528,12/30/2014 18:30,"0.97,0.029999997",12/31/2014 23:59,"[1, 0]",0.0018,B,Y,1.229146434,23.77084199,in,1st,2,-0.008000002,0.06125
102,109489,10528,12/30/2014 18:31,"0.99,0.01",12/31/2014 0:00,"[1, 0]",2.00E-04,B,Y,0.228288529,23.77171147,in,1st,2,-0.005785443,0.14650463
459,109490,10528,12/30/2014 18:31,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.228183766,23.77180466,in,1st,2,-0.003950676,8.10E-05
459,109491,10077,12/30/2014 18:31,"0.9545669,0.045433115",12/31/2014 23:59,"[1, 0]",0.004128335,B,Y,1.228111779,23.77187665,in,1st,2,0.003928334,0.000208333
459,109492,10528,12/30/2014 18:31,"0.98999995,0.009999998",12/31/2014 23:59,"[1, 0]",0.000200001,B,Y,1.227904046,23.77208438,in,1st,2,-0.003928334,0.000150463
459,109493,10077,12/30/2014 18:32,"0.9546397,0.045360383",12/31/2014 23:59,"[1, 0]",0.004115121,B,Y,1.22774646,23.77224197,in,1st,2,0.00391512,0.000243056
459,109494,10528,12/30/2014 18:32,"0.98999995,0.009999999",12/31/2014 23:59,"[1, 0]",0.000200001,B,Y,1.227502072,23.77248635,in,1st,2,-0.00391512,0.000127315
459,109495,10077,12/30/2014 18:32,"0.9547124,0.045287635",12/31/2014 23:59,"[1, 0]",0.004101937,B,Y,1.227375697,23.77261273,in,1st,2,0.003901936,0.000451389
459,109497,10528,12/30/2014 18:33,"0.99,0.009999999",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.226925724,23.7730627,in,1st,2,-0.003901937,8.10E-05
459,109498,10077,12/30/2014 18:33,"0.9548147,0.045185335",12/31/2014 23:59,"[1, 0]",0.004083426,B,Y,1.226850495,23.77313793,in,1st,2,0.003883426,0.000393519
459,109499,45,12/30/2014 18:33,"0.96,0.039999995",12/31/2014 23:59,"[1, 0]",0.0032,B,Y,1.226453816,23.77353461,in,1st,2,-0.000883426,0.000127315
459,109500,10528,12/30/2014 18:34,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.226320979,23.77366745,in,1st,2,-0.003,0.000127315
459,109501,10077,12/30/2014 18:34,"0.96,0.039999995",12/31/2014 23:59,"[1, 0]",0.0032,B,Y,1.226199094,23.77378933,in,1st,2,0.003,0.000451389
459,109502,10528,12/30/2014 18:34,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.225742709,23.77424572,in,1st,2,-0.003,0.000104167
459,109503,10077,12/30/2014 18:35,"0.9605088,0.03949115",12/31/2014 23:59,"[1, 0]",0.003119106,B,Y,1.225639097,23.77434933,in,1st,2,0.002919106,0.000347222
459,109505,10528,12/30/2014 18:35,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.225299774,23.77468865,in,1st,2,-0.002919106,0.000173611
459,109506,10077,12/30/2014 18:35,"0.960599,0.03940097",12/31/2014 23:59,"[1, 0]",0.003104875,B,Y,1.225121814,23.77486661,in,1st,2,0.002904875,0.000648148
459,109507,10528,12/30/2014 18:36,"0.99,0.010000002",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.224476318,23.77551211,in,1st,2,-0.002904875,3.47E-05
459,109508,10077,12/30/2014 18:36,"0.9607173,0.039282728",12/31/2014 23:59,"[1, 0]",0.003086263,B,Y,1.224438583,23.77554984,in,1st,2,0.002886263,0.000231481
459,109509,10528,12/30/2014 18:37,"0.99,0.009999999",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.224203621,23.77578481,in,1st,2,-0.002886263,0.000115741
459,109510,10077,12/30/2014 18:37,"0.9607774,0.03922259",12/31/2014 23:59,"[1, 0]",0.003076824,B,Y,1.224087617,23.77590081,in,1st,2,0.002876824,0.004444444
224,109519,176,12/30/2014 18:42,"0.96000004,0.040000003",12/31/2014 0:00,"[1, 0]",0.003199997,A,N,0.220149116,53.77985088,in,NA,2,-0.001800003,-323.0634606
229,109518,176,12/30/2014 18:42,"0.96000004,0.040000003",12/31/2014 0:00,"[1, 0]",0.003199997,A,N,0.22019337,53.77980663,in,NA,2,-0.001800003,-322.0118519
231,109517,176,12/30/2014 18:42,"0.96000004,0.040000003",12/31/2014 0:00,"[1, 0]",0.003199997,N,NA,0.220236874,NA,out,NA,2,-0.001800003,-321.1592014
347,109516,176,12/30/2014 18:42,"0.96000004,0.040000003",12/31/2014 0:00,"[1, 0]",0.003199997,A,N,0.220296967,53.77970303,in,NA,2,-0.001800003,-298.1597685
376,109515,176,12/30/2014 18:42,"0.96000004,0.040000003",1/6/2015 0:00,"[1, 0]",0.003199997,A,N,6.220353539,53.77964646,in,NA,2,-0.001800003,-221.9154051
128,109524,176,12/30/2014 18:43,"0.96,0.03999999",12/31/2014 23:00,"[1, 0]",0.003199999,A,N,1.178256091,53.78007724,in,NA,2,-0.001799992,0.140115741
179,109523,176,12/30/2014 18:43,"0.96000004,0.040000003",12/31/2014 0:00,"[1, 0]",0.003199997,A,N,0.219982053,53.78001795,in,NA,2,-0.001800003,-334.8432755
191,109522,176,12/30/2014 18:43,"0.96,0.040000003",12/31/2014 0:00,"[1, 0]",0.0032,A,N,0.22001921,53.77998079,in,NA,2,-0.002849999,-308.0942708
195,109521,176,12/30/2014 18:43,"0.96000004,0.040000003",12/31/2014 0:00,"[1, 0]",0.003199997,A,N,0.220064593,53.77993541,in,NA,2,-0.001800003,-328.3515625
204,109520,176,12/30/2014 18:43,"0.96000004,0.040000003",12/31/2014 23:59,"[1, 0]",0.003199997,A,N,1.220095347,53.77989308,in,NA,2,-0.001800003,-311.1320139
459,109525,45,12/30/2014 18:43,"0.98,0.02",12/31/2014 23:59,"[1, 0]",0.0008,B,Y,1.219652219,23.78033621,in,1st,2,-0.002276824,0.005092593
422,109535,176,12/30/2014 18:46,"0.95,0.05",12/31/2014 23:59,"[1, 0]",0.005,B,Y,1.217451069,23.78253736,in,1st,2,-0.001050001,0.004189815
359,109537,176,12/30/2014 18:47,"0.96000004,0.040000003",1/13/2015 0:00,"[1, 0]",0.003199997,B,Y,13.21716095,23.78283905,in,1st,2,-0.001800003,0.048229167
459,109546,10512,12/30/2014 18:51,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.214554939,23.78543349,in,1st,2,-0.0006,-267.1501042
422,109549,10512,12/30/2014 18:52,"0.99,0.009999998",12/31/2014 23:59,"[1, 0]",0.0002,B,Y,1.213253244,23.78673518,in,1st,2,-0.0048,-273.9144329
445,109550,10512,12/30/2014 18:53,"0.009999998,0.98999995",1/12/2015 23:59,"[0, 1]",0.000200001,B,Y,13.21314739,23.78684104,in,1st,2,-0.005849998,7.004664352
343,109563,176,12/30/2014 19:36,"0.030000033,0.96999997",3/4/2015 23:59,"[0, 1]",0.001800004,B,Y,64.18278895,23.81719948,in,1st,2,-0.001399993,0.0575
326,109564,176,12/30/2014 19:38,"0.97999996,0.019999998",12/31/2014 0:00,"[1, 0]",0.000800002,A,N,0.181431728,53.81856827,in,NA,2,0.000600003,-280.0933912
468,109568,176,12/30/2014 19:43,"0.9858545,0.0141454805",12/31/2014 23:59,"[1, 0]",0.00040019,A,N,1.17821982,53.82176861,in,NA,2,0.00020019,-264.0573611
583,109572,176,12/30/2014 19:45,"0.98358476,0.01641526",12/31/2014 23:59,"[1, 0]",0.000538921,A,N,1.176929413,53.82305901,in,NA,2,0.00033892,0.003020833
625,109574,176,12/30/2014 19:45,"0.98,0.019999998",12/31/2014 23:59,"[1, 0]",0.0008,A,N,1.176803451,53.82318497,in,NA,2,0.0006,0.475810185
719,109575,176,12/30/2014 19:46,"0.98,0.019999998",1/5/2015 23:59,"[1, 0]",0.0008,A,N,6.176237063,53.82375136,in,NA,2,0.0006,-194.3644213
173,109576,176,12/30/2014 19:47,"0.98,0.020000001",12/31/2014 23:59,"[1, 0]",0.0008,A,N,1.175043727,53.8249447,in,NA,2,0.000622485,-335.448125
76,109577,10551,12/30/2014 19:48,"0.9641234,0.03587655",12/31/2014 23:59,"[1, 0]",0.002574257,A,N,1.174943544,53.82504488,in,NA,2,-0.002425743,-391.398912
103,109578,10551,12/30/2014 19:48,"0.9661644,0.03383561",12/31/2014 23:59,"[1, 0]",0.002289696,A,N,1.174816717,53.82517171,in,NA,2,-0.002710287,-390.9677894
193,109579,176,12/30/2014 19:48,"0.018600795,0.98139924",12/31/2014 0:00,"[0, 1]",0.000691978,A,N,0.174314665,53.82568534,in,NA,2,0.000491978,-292.1829861
84,109587,176,12/30/2014 19:49,"0.98,0.020000001",12/31/2014 0:00,"[1, 0]",0.0008,B,Y,0.173726314,23.82627369,in,1st,2,-0.00525,0.047662037
172,109586,176,12/30/2014 19:49,"0.98,0.020000001",1/5/2015 17:57,"[1, 0]",0.0008,B,Y,5.922069608,23.82620586,in,1st,2,-0.00525,0.0478125
183,109583,176,12/30/2014 19:49,"0.98,0.020000001",12/31/2014 23:00,"[1, 0]",0.0008,B,Y,1.132260481,23.82607285,in,1st,2,-0.0042,0.091122685
192,109581,176,12/30/2014 19:49,"0.98,0.020000001",12/31/2014 0:00,"[1, 0]",0.0008,B,Y,0.174058601,23.8259414,in,1st,2,-0.00525,0.048298611
220,109588,176,12/30/2014 19:49,"0.98,0.020000001",12/31/2014 23:59,"[1, 0]",0.0008,B,Y,1.173655769,23.82633266,in,1st,2,-0.00525,0.048287037
469,109580,176,12/30/2014 19:49,"0.98,0.020000001",12/31/2014 23:59,"[1, 0]",0.0008,B,Y,1.17410084,23.82588759,in,1st,2,-0.0042,0.049143519
583,109584,296,12/30/2014 19:49,"0.99,0.009999999",12/31/2014 23:59,"[1, 0]",0.0002,A,N,1.173907573,53.82608085,in,NA,2,-0.000338921,-238.1701505
705,109582,176,12/30/2014 19:49,"0.97999996,0.020000001",12/31/2014 22:59,"[1, 0]",0.000800002,B,Y,1.132293095,23.82602866,in,1st,2,-0.004199992,0.090115741
733,109585,176,12/30/2014 19:49,"0.98,0.020000001",12/31/2014 23:59,"[1, 0]",0.0008,B,Y,1.173863506,23.82612492,in,1st,2,-0.0042,0.090092593
190,109589,176,12/30/2014 19:50,"0.019999985,0.98",12/31/2014 0:00,"[0, 1]",0.000799999,B,Y,0.173594127,23.82640587,in,1st,2,-0.005250003,0.047673611
199,109590,176,12/30/2014 19:50,"0.98,0.02",12/30/2014 23:00,"[1, 0]",0.0008,B,Y,0.13137787,23.82695546,in,1st,2,-0.001,0.047523148
194,109591,176,12/30/2014 19:51,"0.98,0.02",12/31/2014 0:00,"[1, 0]",0.0008,B,Y,0.172894095,23.82710591,in,1st,2,0,0.047268519
359,109592,10551,12/30/2014 19:56,"0.9795528,0.020447185",1/13/2015 0:00,"[1, 0]",0.000836175,B,Y,13.16893452,23.83106548,in,1st,2,-0.002363822,0.043738426
360,109593,10551,12/30/2014 19:56,"0.974441,0.025558986",3/4/2015 23:59,"[1, 0]",0.001306524,B,Y,64.1688615,23.83112693,in,1st,2,-0.003693476,0.04375
404,109594,10551,12/30/2014 19:56,"0.028114893,0.9718851",2/11/2015 23:59,"[0, 1]",0.001580895,B,Y,43.1681107,23.83119486,in,1st,2,-0.004469108,0.04375
628,109595,10551,12/30/2014 19:58,"0.9781182,0.021881815",12/31/2014 23:59,"[1, 0]",0.000957627,B,Y,1.167896646,23.83209178,in,1st,2,-0.000842373,0.043645833
84,109596,10523,12/30/2014 20:58,"0.98574144,0.014258624",12/31/2014 0:00,"[1, 0]",0.000406615,B,Y,0.126058166,23.87394183,in,1st,2,-0.000393385,-391.2178241
172,109597,10523,12/30/2014 20:58,"0.98574144,0.014258624",1/5/2015 17:57,"[1, 0]",0.000406615,B,Y,5.874255647,23.87401982,in,1st,2,-0.000393385,-335.7503241
190,109598,10523,12/30/2014 20:58,"0.014258613,0.98574144",12/31/2014 0:00,"[0, 1]",0.000406615,B,Y,0.125919518,23.87408048,in,1st,2,-0.000393385,-292.2315046
192,109599,10523,12/30/2014 20:58,"0.98574144,0.014258624",12/31/2014 0:00,"[1, 0]",0.000406615,B,Y,0.125763599,23.8742364,in,1st,2,-0.000393385,-327.1846181
194,109600,10523,12/30/2014 20:59,"0.98574144,0.014258622",12/31/2014 0:00,"[1, 0]",0.000406615,B,Y,0.125627673,23.87437233,in,1st,2,-0.000393385,-328.4455671
199,109601,10523,12/30/2014 20:59,"0.98574144,0.014258622",12/30/2014 23:00,"[1, 0]",0.000406615,B,Y,0.083861817,23.87447152,in,1st,2,-0.000393385,0.043657407
205,109602,10523,12/30/2014 20:59,"0.98574144,0.014258622",12/31/2014 23:59,"[1, 0]",0.000406615,B,Y,1.125449413,23.87453901,in,1st,2,-0.000393385,-308.4423264
220,109603,10523,12/30/2014 20:59,"0.98574144,0.014258624",12/31/2014 23:59,"[1, 0]",0.000406615,B,Y,1.125365443,23.87462298,in,1st,2,-0.000393385,-214.6169329
343,109604,10523,12/30/2014 20:59,"0.021387957,0.97861207",3/4/2015 23:59,"[0, 1]",0.000914888,B,Y,64.12528885,23.87469957,in,1st,2,-0.000885116,0.040729167
359,109605,10523,12/30/2014 20:59,"0.9854226,0.014577434",1/13/2015 0:00,"[1, 0]",0.000425002,B,Y,13.12519623,23.87480377,in,1st,2,-0.000411173,-294.0731366
360,109606,10523,12/30/2014 20:59,"0.98177826,0.018221796",3/4/2015 23:59,"[1, 0]",0.000664066,B,Y,64.12510801,23.87488042,in,1st,2,-0.000642459,0.040636574
404,109607,10523,12/30/2014 20:59,"0.02004398,0.979956",2/11/2015 23:59,"[0, 1]",0.000803523,B,Y,43.12436233,23.87494323,in,1st,2,-0.000777372,0.040636574
469,109608,10523,12/30/2014 21:00,"0.98574144,0.014258624",12/31/2014 23:59,"[1, 0]",0.000406615,B,Y,1.124956512,23.87503191,in,1st,2,-0.000393385,0.04431713
628,109609,10523,12/30/2014 21:01,"0.9836982,0.016301768",12/31/2014 23:59,"[1, 0]",0.000531496,B,Y,1.124251407,23.87573702,in,1st,2,-0.000426131,0.039027778
628,109610,10521,12/30/2014 21:57,"0.9999,9.999999e-05",12/31/2014 23:59,"[1, 0]",2.00E-08,B,Y,1.085225068,23.91476336,in,1st,2,-0.000531476,0.383946759
343,109611,10521,12/30/2014 21:58,"0.010000011,0.98999995",3/4/2015 23:59,"[0, 1]",0.000200001,B,Y,64.08455988,23.91542854,in,1st,2,-0.000714887,33.10134259
360,109612,10521,12/30/2014 21:58,"0.99,0.009999998",3/4/2015 23:59,"[1, 0]",0.0002,B,Y,64.08447118,23.91551724,in,1st,2,-0.000464066,28.66209491
404,109613,10521,12/30/2014 21:58,"0.00999999,0.99",2/11/2015 23:59,"[0, 1]",0.0002,B,Y,43.08372336,23.91558219,in,1st,2,-0.000603523,38.58299769
705,109615,10521,12/30/2014 21:59,"0.98999983,0.009999999",12/31/2014 22:59,"[1, 0]",0.000200003,B,Y,1.042186729,23.91613503,in,1st,2,-0.000599998,0.382453704
733,109616,10521,12/30/2014 21:59,"0.99,0.01",12/31/2014 23:59,"[1, 0]",2.00E-04,B,Y,1.083765763,23.91622266,in,1st,2,-0.0006,-187.532581
183,109618,10521,12/30/2014 22:00,"0.99,0.01",12/31/2014 23:00,"[1, 0]",2.00E-04,B,Y,1.041144772,23.91718856,in,1st,2,-0.0006,0.379988426
419,109619,10521,12/30/2014 22:01,"0.99,0.009999998",12/30/2014 23:00,"[1, 0]",0.0002,A,N,0.040722859,53.91761047,in,NA,2,-0.0048,-271.1820139
102,109621,10521,12/30/2014 22:02,"0.9999,0.000100000005",12/31/2014 0:00,"[1, 0]",2.00E-08,B,Y,0.081793445,23.91820655,in,1st,2,-0.00019998,-391.0314352
199,109620,10521,12/30/2014 22:02,"0.9999,9.999998e-05",12/30/2014 23:00,"[1, 0]",2.00E-08,B,Y,0.040197583,23.91813575,in,1st,2,-0.000406595,-328.6731597
466,109622,10521,12/30/2014 22:03,"7.423602e-07,4.783361e-07,4.7115594e-07,3.7681588e-07,4.921648e-07,3.6903708e-05,6.0535433e-05,0.9999",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",3.31E-09,B,Y,0.080767054,23.91922137,in,1st,2,-9.02E-05,-264.5038542
469,109623,10521,12/30/2014 22:03,"0.9999,9.999999e-05",12/31/2014 23:59,"[1, 0]",2.00E-08,B,Y,1.080645299,23.91934313,in,1st,2,-0.000406595,-215.6071759
128,109624,10521,12/30/2014 22:05,"0.98975486,0.0102451",12/31/2014 23:00,"[1, 0]",0.000209925,A,N,1.038138288,53.92019505,in,NA,2,-0.002990074,-365.6070949
183,109636,10552,12/31/2014 7:07,"0.91999996,0.07999999",12/31/2014 23:00,"[1, 0]",0.012800005,B,Y,0.661154401,24.29717893,in,1st,2,0.012600005,0.015219907
554,109637,10552,12/31/2014 7:08,"0.70045656,0.29652193,0.00024487462,0.0024097709,0.00018358212,0.00018336817",12/31/2014 23:59,"[1, 0, 0, 0, 0, 0]",0.035897312,B,Y,0.702267954,24.29772047,in,1st,2,0.035857304,0.012407407
213,109638,10552,12/31/2014 7:09,"0.945,0.055000003",12/31/2014 23:00,"[1, 0]",0.00605,B,Y,0.660274607,24.29805873,in,1st,2,0.00585,0.014675926
705,109641,10552,12/31/2014 7:09,"0.9450001,0.055000022",12/31/2014 22:59,"[1, 0]",0.006049991,B,Y,0.65972803,24.29859373,in,1st,2,0.005849988,0.017800926
718,109640,10552,12/31/2014 7:09,"0.945,0.055000003",1/5/2015 23:59,"[1, 0]",0.00605,B,Y,5.701535174,24.29845325,in,1st,2,0.005849999,0.015300926
937,109639,10552,12/31/2014 7:09,"0.945,0.054999996",12/31/2014 23:59,"[1, 0]",0.00605,B,Y,0.701665202,24.29832322,in,1st,2,0.00585,0.071678241
624,109643,10552,12/31/2014 7:10,"0.945,0.05500001",12/31/2014 23:59,"[1, 0]",0.006050001,B,Y,0.701095766,24.29889266,in,1st,2,0.00585,0.017326389
