questionId,tradeId,userId,tradedAt,newValue,resolvedAt,resolveValue,Brier,set,active,timeToRes,timeSinceActive,inExp,firstActive,quarter,brierDiff,diffWeight
447,104330,5122,12/8/2014 15:47,"0.20000003,0.79999995",2/6/2015 10:59,"[0, 1]",0.080000032,A,N,59.80041565,31.65790611,in,NA,2,0.022200025,0.360914352
194,104333,2075,12/8/2014 15:48,"0.95,0.050000004",12/31/2014 0:00,"[1, 0]",0.005,B,Y,22.34117827,1.658821734,in,1st,2,0.0032,0.043356481
360,104343,2075,12/8/2014 15:54,"0.73,0.27",3/4/2015 23:59,"[1, 0]",0.1458,B,Y,86.3372235,1.662764922,in,1st,2,0.020800005,0.001770833
213,104345,2075,12/8/2014 15:55,"0.95,0.049999997",12/31/2014 23:00,"[1, 0]",0.005,B,Y,23.29494506,1.663388272,in,1st,2,0.001800003,0.715497685
360,104346,45,12/8/2014 15:56,"0.74999994,0.25",3/4/2015 23:59,"[1, 0]",0.12500003,B,Y,86.33545705,1.664531372,in,1st,2,-0.02079997,1.790266204
466,104347,59,12/8/2014 15:57,"0.00012407223,7.9945385e-05,7.8745295e-05,6.2978026e-05,8.225657e-05,0.00074744085,0.07872456,0.92010003",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.001824523,B,Y,22.33489283,1.665095597,in,1st,2,0.000377868,0.033900463
189,104349,2075,12/8/2014 16:01,"0.96,0.04",12/22/2014 23:59,"[1, 0]",0.0032,B,Y,14.33163839,1.667667169,in,1st,2,0.0024,0.095185185
84,104352,2075,12/8/2014 16:02,"0.97,0.030000001",12/31/2014 0:00,"[1, 0]",0.0018,B,Y,22.3315442,1.668455802,in,1st,2,0.001,0.349293981
220,104354,2075,12/8/2014 16:03,"0.97,0.030000001",12/31/2014 23:59,"[1, 0]",0.0018,B,Y,23.33076105,1.669227371,in,1st,2,0.001,4.832893519
1038,104355,176,12/8/2014 16:04,"0.31000003,0.68999994",2/28/2015 23:59,"[0, 1]",0.192200056,B,Y,82.33012059,1.669867837,in,1st,2,0.012200098,0.112766204
469,104356,2075,12/8/2014 16:05,"0.74,0.26",12/31/2014 23:59,"[1, 0]",0.1352,B,Y,23.32954535,1.670443072,in,1st,2,0.01020003,1.787222222
748,104357,9850,12/8/2014 16:06,"0.19076581,0.8092342",1/25/2015 23:59,"[0.14, 0.86]",0.005154334,N,NA,48.32879312,NA,out,NA,2,-0.023645666,0.001747685
748,104362,2075,12/8/2014 16:09,"0.20000002,0.8",1/25/2015 23:59,"[0.14, 0.86]",0.007200002,N,NA,48.32704172,NA,out,NA,2,0.002045668,0.001168981
803,104364,10485,12/8/2014 16:09,"0.24061802,0.75938195",1/5/2015 22:59,"[0, 1]",0.115794078,B,Y,28.28485347,1.673468294,in,1st,2,0.043594043,0.001944444
359,104367,10485,12/8/2014 16:10,"0.989906,0.010093928",1/13/2015 0:00,"[1, 0]",0.000203776,B,Y,35.32603763,1.673962365,in,1st,2,-0.000596224,0.024340278
748,104368,45,12/8/2014 16:10,"0.21000001,0.79",1/25/2015 23:59,"[0.14, 0.86]",0.009800001,N,NA,48.32586914,NA,out,NA,2,0.002599999,0.367083333
718,104375,10485,12/8/2014 16:12,"0.94,0.059999995",1/5/2015 23:59,"[1, 0]",0.007199999,B,Y,28.32457298,1.675415445,in,1st,2,0.006399999,0.060949074
719,104373,10485,12/8/2014 16:12,"0.94655,0.053449992",1/5/2015 23:59,"[1, 0]",0.005713804,A,N,28.32490156,31.67508686,in,NA,2,0.005618585,0.062314815
803,104374,5122,12/8/2014 16:12,"0.22999999,0.77",1/5/2015 22:59,"[0, 1]",0.105799995,B,Y,28.28290828,1.675413476,in,1st,2,-0.009994082,0.111678241
937,104378,821,12/8/2014 16:13,"0.96999997,0.029999997",12/31/2014 23:59,"[1, 0]",0.001800002,B,Y,23.32380516,1.676183268,in,1st,2,-0.001399995,0.021423611
877,104381,9850,12/8/2014 16:14,"0.32310715,0.6768929",2/26/2015 23:59,"[0, 1]",0.208796428,B,Y,80.32338004,1.676608388,in,1st,2,-0.167463271,0.000428241
877,104383,45,12/8/2014 16:14,"0.25,0.75",2/26/2015 23:59,"[0, 1]",0.125,B,Y,80.32295756,1.677030862,in,1st,2,-0.083796428,3.872569444
906,104384,176,12/8/2014 16:14,"0.06351884,8.943407e-05,8.943407e-05,0.1321756,8.943407e-05,0.046255738,8.943407e-05,8.943407e-05,8.943407e-05,0.4001001,8.943407e-05,8.943407e-05,0.045933943,8.943407e-05,8.943407e-05,8.943407e-05,0.0047446582,8.943407e-05,8.943407e-05,0.040590398,0.041830234,0.0040667006,0.035546184,0.036211435,0.036862876,0.004529409,0.060832676,0.04545973,8.943407e-05,8.943407e-05",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.398792349,B,Y,34.28124882,1.677072944,in,1st,2,0.05140793,0.004664352
917,104386,9850,12/8/2014 16:15,"0.055224195,0.09115018,0.083522595,0.046426736,0.032169875,0.039759047,0.05062785,0.044335406,0.031682026,0.04773392,0.0028871486,0.0028871486,0.031060772,0.4101,0.01978595,0.00776006,0.0028871486",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.099284091,B,Y,35.78068866,1.677633103,in,1st,2,0.176281164,0.006354167
704,104391,9850,12/8/2014 16:16,"0.35000002,0.65000004",12/31/2014 22:59,"[1, 0]",0.845000026,A,N,23.27987456,31.6784472,in,NA,2,0.843200024,0.003344907
918,104388,9850,12/8/2014 16:16,"0.085496046,0.3601,0.08770444,0.07486794,0.046738222,0.0137669705,0.052789234,0.08487794,0.04582441,0.05619165,0.006899403,0.013751908,0.0065652267,0.040043738,0.0065733274,0.013775836,0.004033716",1/13/2015 13:00,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.020297891,A,N,35.86373164,31.67793502,in,NA,2,0.114716545,0.018194444
704,104408,45,12/8/2014 16:21,"0.90000004,0.09999999",12/31/2014 22:59,"[1, 0]",0.01999999,A,N,23.27653403,31.68178773,in,NA,2,-0.825000036,0.000902778
906,104407,5122,12/8/2014 16:21,"0.0622069,8.758687e-05,8.758687e-05,0.15010001,8.758687e-05,0.045300357,8.758687e-05,8.758687e-05,8.758687e-05,0.39183626,8.758687e-05,8.758687e-05,0.04498521,8.758687e-05,8.758687e-05,8.758687e-05,0.0046466608,8.758687e-05,8.758687e-05,0.039752033,0.040966254,0.0039827065,0.034812,0.03546351,0.036101494,0.004435857,0.059576217,0.044520795,8.758687e-05,8.758687e-05",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.412958621,B,Y,34.27658063,1.681741134,in,1st,2,0.014166272,0.000150463
906,104409,5122,12/8/2014 16:21,"0.059315905,8.351637e-05,8.351637e-05,0.14312427,8.351637e-05,0.04319507,8.351637e-05,8.351637e-05,8.351637e-05,0.42009997,8.351637e-05,8.351637e-05,0.04289457,8.351637e-05,8.351637e-05,8.351637e-05,0.004430712,8.351637e-05,8.351637e-05,0.037904598,0.03906239,0.0037976145,0.033194147,0.03381538,0.034423713,0.0042297053,0.056807473,0.04245174,8.351637e-05,8.351637e-05",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.375466976,B,Y,34.27643238,1.681889376,in,1st,2,-0.037491646,0.099375
704,104411,5122,12/8/2014 16:23,"0.88000005,0.12",12/31/2014 22:59,"[1, 0]",0.028799988,A,N,23.27563073,31.68269103,in,NA,2,0.008799998,0.004583333
917,104415,45,12/8/2014 16:24,"0.07956441,0.13132486,0.1203354,0.06688945,0.046348833,0.05728296,0.072942205,0.06387635,0.04564596,0.06877277,0.004159667,0.004159667,0.044750895,0.15010004,0.028506663,0.011180329,0.004159667",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.943812867,B,Y,35.77433597,1.683985787,in,1st,2,-0.155471225,0.003877315
704,104426,45,12/8/2014 16:29,"0.90000004,0.1",12/31/2014 22:59,"[1, 0]",0.019999992,A,N,23.27104395,31.68727781,in,NA,2,-0.008799996,0.013506944
917,104427,5122,12/8/2014 16:30,"0.08425113,0.13906053,0.12742372,0.07082955,0.049078993,0.060657192,0.07723884,0.06763896,0.048334718,0.07282381,0.004404691,0.004404691,0.047386933,0.10003686,0.030185837,0.011838903,0.004404691",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.930842939,B,Y,35.77045975,1.687862005,in,1st,2,-0.012969928,0.005497685
328,104445,7610,12/8/2014 16:38,"0.020000137,0.9799999",2/11/2015 23:59,"[0, 1]",0.000800009,A,N,65.30626312,31.69372531,in,NA,2,0.000600011,1.118888889
917,104442,9638,12/8/2014 16:38,"0.08892604,0.14677669,0.13449419,0.074759714,0.05180228,0.06402293,0.08152465,0.0713921,0.0510167,0.07686464,0.0046490976,0.0046490976,0.05001633,0.050100002,0.031860784,0.012495816,0.0046490976",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.923363769,B,Y,35.76495432,1.693367442,in,1st,2,-0.00747917,0.000185185
917,104443,9638,12/8/2014 16:38,"0.110099986,0.14336547,0.13136843,0.07302223,0.050598353,0.06253499,0.07962995,0.06973288,0.04983103,0.07507824,0.004541049,0.004541049,0.048853908,0.048935633,0.031120313,0.012205403,0.004541049",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.92776068,B,Y,35.76477981,1.693541954,in,1st,2,0.004396912,0.000127315
917,104444,9638,12/8/2014 16:38,"0.106883876,0.13917765,0.12753105,0.1001,0.049120337,0.060708288,0.0773039,0.06769592,0.048375424,0.07288514,0.004408401,0.004408401,0.047426846,0.047506183,0.030211262,0.011848873,0.004408401",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.932397881,B,Y,35.76464601,1.69367575,in,1st,2,0.0046372,0.000138889
917,104446,9638,12/8/2014 16:39,"0.104119,0.1355774,0.1501,0.09751061,0.047849692,0.05913789,0.0753042,0.06594476,0.047124054,0.07099975,0.0042943642,0.0042943642,0.046200007,0.046277296,0.029429758,0.011542367,0.0042943642",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.939050575,B,Y,35.76451085,1.693810908,in,1st,2,0.006652694,0.000104167
917,104447,9638,12/8/2014 16:39,"0.10236978,0.15010002,0.1475783,0.09587242,0.047045812,0.05814437,0.07403908,0.064836875,0.04633236,0.06980694,0.004222218,0.004222218,0.04542384,0.04549983,0.028935334,0.011348454,0.004222218",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.943354764,B,Y,35.76440799,1.693913766,in,1st,2,0.004304189,0.000231481
917,104448,9638,12/8/2014 16:39,"0.10069898,0.1476502,0.14516963,0.09430766,0.04627797,0.05719538,0.07283067,0.0801,0.04557616,0.068667606,0.0041533057,0.0041533057,0.044682465,0.044757213,0.028463073,0.011163233,0.0041533057",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.945159632,B,Y,35.76417554,1.694146223,in,1st,2,0.001804868,0.001701389
917,104450,7610,12/8/2014 16:42,"0.100097634,0.1467685,0.14430273,0.09374448,0.046001613,0.056853827,0.07239576,0.079621665,0.045303993,0.06825755,0.0041285036,0.0041285036,0.044415634,0.044489935,0.028293101,0.01109657,0.010099997",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.945032956,B,Y,35.76246694,1.695854821,in,1st,2,-0.000126676,0.083333333
918,104451,7610,12/8/2014 16:42,"0.0849753,0.35790667,0.08717024,0.07441193,0.046453547,0.013683118,0.052467704,0.084360965,0.0455453,0.055849396,0.0068573803,0.013668147,0.0065252394,0.03979984,0.0065332903,0.013691929,0.0101",1/13/2015 13:00,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.019230844,A,N,35.84553592,31.69613075,in,NA,2,-0.001067047,0.003217593
125,104454,7610,12/8/2014 16:44,"2.6235324e-05,2.6013837e-05,2.5791835e-05,0.0101000015,0.029894324,0.9599277",1/1/2015 0:00,"[0, 0, 0, 0, 0, 1]",0.000683759,N,NA,23.30239874,NA,out,NA,2,0.000231173,2.165729167
937,104455,296,12/8/2014 16:44,"0.89,0.11000001",12/31/2014 23:59,"[1, 0]",0.024200002,B,Y,23.30237803,1.697610396,in,1st,2,0.022400001,0.000243056
937,104457,45,12/8/2014 16:44,"0.93,0.07",12/31/2014 23:59,"[1, 0]",0.0098,B,Y,23.30213935,1.697849075,in,1st,2,-0.014400002,0.067476852
1022,104453,296,12/8/2014 16:44,"0.60000014,0.39999995",12/31/2014 22:59,"[1, 0]",0.319999848,N,NA,23.26073036,NA,out,NA,2,-0.067200099,0.955185185
359,104461,296,12/8/2014 16:45,"0.95000005,0.05000001",1/13/2015 0:00,"[1, 0]",0.004999996,B,Y,35.30169477,1.698305234,in,1st,2,0.00479622,0.000462963
359,104464,9638,12/8/2014 16:46,"0.97,0.029999997",1/13/2015 0:00,"[1, 0]",0.0018,B,Y,35.30123802,1.698761979,in,1st,2,-0.003199996,0.000439815
359,104467,45,12/8/2014 16:46,"0.98,0.02",1/13/2015 0:00,"[1, 0]",0.0008,B,Y,35.30079345,1.699206554,in,1st,2,-0.001,1.740891204
466,104466,296,12/8/2014 16:46,"0.00010100582,6.508264e-05,6.410566e-05,5.1269704e-05,6.696415e-05,0.0006084832,0.25000003,0.7490431",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.017994455,B,Y,22.30098723,1.699001201,in,1st,2,0.016169932,0.000798611
466,104470,45,12/8/2014 16:47,"0.000114459785,7.3751646e-05,7.2644536e-05,5.8098827e-05,7.588378e-05,0.0006895332,0.1501,0.8488156",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.006530933,B,Y,22.30018862,1.699799806,in,1st,2,-0.011463523,0.000243056
918,104468,296,12/8/2014 16:47,"0.09066724,0.28801677,0.09976308,0.08019584,0.053164344,0.015659817,0.06004732,0.080751,0.052124888,0.06391754,0.007848014,0.019949356,0.009999999,0.045549423,0.007477106,0.020279951,0.004588319",1/13/2015 13:00,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.970289665,A,N,35.8423182,31.69934847,in,NA,2,-0.048941179,0.316018519
154,104472,7610,12/8/2014 16:48,"0.020000154,0.97999984",12/30/2014 22:00,"[0, 1]",0.000800013,A,N,22.21640534,31.70026133,in,NA,2,0.000629741,0.316990741
466,104471,9638,12/8/2014 16:48,"0.000105916515,6.824683e-05,6.722235e-05,5.376234e-05,7.021982e-05,0.0006380665,0.13889655,0.8601",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.005592381,B,Y,22.29994728,1.700041151,in,1st,2,-0.000938552,0.006481481
384,104473,7610,12/8/2014 16:49,"0.9593155,0.028669955,0.010100001,0.0015978978,0.00021101139,0.000105660394",12/30/2014 0:00,"[1, 0, 0, 0, 0, 0]",0.000721342,A,N,21.29927312,31.70072688,in,NA,2,0.000282631,1.111331019
704,104474,176,12/8/2014 16:49,"0.93000007,0.06999999",12/31/2014 22:59,"[1, 0]",0.009799989,A,N,23.25753736,31.7007844,in,NA,2,-0.010200003,1.097546296
102,104475,7610,12/8/2014 16:50,"0.9699999,0.029999997",12/31/2014 0:00,"[1, 0]",0.001800006,B,Y,22.29851722,1.701482785,in,1st,2,0.00100001,0.061435185
103,104478,7610,12/8/2014 16:51,"0.97,0.030000005",12/31/2014 23:59,"[1, 0]",0.0018,A,N,23.29778617,31.70220226,in,NA,2,0.001,0.315752315
194,104477,176,12/8/2014 16:51,"0.96000004,0.040000003",12/31/2014 0:00,"[1, 0]",0.003199997,B,Y,22.29782334,1.702176662,in,1st,2,-0.001800003,0.67630787
179,104491,7610,12/8/2014 16:55,"0.98,0.019999998",12/31/2014 0:00,"[1, 0]",0.0008,A,N,22.29463924,31.70536076,in,NA,2,0.000613665,1.111122685
190,104492,7610,12/8/2014 16:55,"0.029999947,0.97",12/31/2014 0:00,"[0, 1]",0.001799997,B,Y,22.29448327,1.705516728,in,1st,2,0.000999998,0.00068287
190,104497,9638,12/8/2014 16:56,"0.019999964,0.98",12/31/2014 0:00,"[0, 1]",0.000799999,B,Y,22.29380404,1.70619596,in,1st,2,-0.000999998,5.738831019
191,104493,7610,12/8/2014 16:56,"0.97999996,0.02",12/31/2014 0:00,"[1, 0]",0.000800002,A,N,22.29434031,31.70565969,in,NA,2,0.000715023,1.108564815
192,104495,7610,12/8/2014 16:56,"0.97,0.030000001",12/31/2014 0:00,"[1, 0]",0.0018,B,Y,22.29409331,1.705906692,in,1st,2,0.001,0.057488426
193,104496,7610,12/8/2014 16:56,"0.02000001,0.97999996",12/31/2014 0:00,"[0, 1]",0.000800002,A,N,22.29397107,31.70602893,in,NA,2,0.000633593,1.108263889
693,104494,796,12/8/2014 16:56,"0.95,0.049999993",12/31/2014 23:59,"[1, 0]",0.004999999,A,N,23.29421677,31.70577165,in,NA,2,0.001800002,1.092662037
197,104500,7610,12/8/2014 16:57,"0.9898518,0.010099999,2.5244652e-05,2.2906896e-05",12/31/2014 22:59,"[1, 0, 0, 0]",6.87E-05,A,N,23.25170825,31.70661351,in,NA,2,6.87E-05,0.000138889
197,104501,7610,12/8/2014 16:57,"0.979879,0.009998241,0.010099998,2.2676108e-05",12/31/2014 22:59,"[1, 0, 0, 0]",0.000338217,A,N,23.25156973,31.70675203,in,NA,2,0.000269558,0.000138889
197,104503,7610,12/8/2014 16:57,"0.9700043,0.009897485,0.009998217,0.010100002",12/31/2014 22:59,"[1, 0, 0, 0]",0.000937127,A,N,23.25143443,31.70688733,in,NA,2,0.00059891,1.089768519
466,104498,796,12/8/2014 16:57,"0.0001082285,6.9736554e-05,6.868972e-05,5.4935892e-05,7.175261e-05,0.0006519945,0.12009999,0.8788747",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.004192209,B,Y,22.29346081,1.706527614,in,1st,2,-0.001400172,0.004270833
224,104504,7610,12/8/2014 16:58,"0.99,0.010000001",12/31/2014 0:00,"[1, 0]",0.0002,A,N,22.29287497,31.70712503,in,NA,2,0.00015392,1.10681713
321,104505,7610,12/8/2014 16:58,"0.04840044,0.940825,0.0101,0.00033768342,0.00033689593",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.001229631,A,N,22.29256838,31.70743162,in,NA,2,3.43E-05,0.000173611
321,104506,7610,12/8/2014 16:58,"0.047927782,0.9316372,0.010001367,0.0101,0.00033360592",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.001411817,A,N,22.2923937,31.7076063,in,NA,2,0.000182186,0.000138889
321,104507,7610,12/8/2014 16:59,"0.047459543,0.9225355,0.009903658,0.010001327,0.0101",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.001829389,A,N,22.29225257,31.70774743,in,NA,2,0.000417571,0.00287037
376,104510,7610,12/8/2014 17:00,"0.99,0.010000001",1/6/2015 0:00,"[1, 0]",0.0002,A,N,28.29113009,31.70886991,in,NA,2,0.000198115,1.088171296
418,104511,7610,12/8/2014 17:01,"0.97999996,0.020000001",12/31/2014 0:00,"[1, 0]",0.000800002,A,N,22.29067826,31.70932174,in,NA,2,0.000540082,2.722326389
428,104512,7610,12/8/2014 17:02,"0.98999995,0.010000001",12/31/2014 23:59,"[1, 0]",0.000200001,A,N,23.29023532,31.70975311,in,NA,2,0.000199982,1.104884259
445,104513,7610,12/8/2014 17:02,"0.029999968,0.9700001",1/12/2015 23:59,"[0, 1]",0.001799992,B,Y,35.29002478,1.709963648,in,1st,2,0.00099999,0.054050926
321,104516,296,12/8/2014 17:03,"0.027572175,0.95999986,0.0041020233,0.004142477,0.0041833473",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.000500751,A,N,22.2893798,31.7106202,in,NA,2,-0.001328638,1.088136574
451,104515,7610,12/8/2014 17:03,"0.98,0.019999998",12/31/2014 23:59,"[1, 0]",0.0008,A,N,23.28954473,31.71044369,in,NA,2,0.000610925,1.105856481
459,104517,7610,12/8/2014 17:03,"0.97,0.030000001",12/31/2014 23:59,"[1, 0]",0.0018,B,Y,23.2892023,1.710786128,in,1st,2,0.001,4.177685185
466,104518,296,12/8/2014 17:03,"0.00020499245,0.00013208596,0.00013010319,0.00010405247,0.00013590451,0.0012349237,0.23000002,0.76805794",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.015372029,B,Y,22.28919442,1.710794009,in,1st,2,0.01117982,0.00037037
466,104519,7610,12/8/2014 17:04,"0.00020317291,0.00013091356,0.00012894839,0.0001031289,0.00013469822,0.0101,0.22795855,0.7612406",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.016321113,B,Y,22.28882266,1.711165767,in,1st,2,0.000949084,0.013217593
467,104522,7610,12/8/2014 17:04,"0.0015022092,0.0048413025,0.0012452247,0.0048610247,0.00745041,0.98009986",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",0.00026044,A,N,23.28838898,31.71159944,in,NA,2,0.000200121,1.103136574
468,104524,7610,12/8/2014 17:04,"0.99000007,0.01",12/31/2014 23:59,"[1, 0]",0.000199999,A,N,23.28821831,31.71177012,in,NA,2,0.000199979,5.525
554,104527,7610,12/8/2014 17:05,"0.98010045,0.019697113,1.6393244e-05,0.00016132319,1.2289992e-05,1.227567e-05",12/31/2014 23:59,"[1, 0, 0, 0, 0, 0]",0.000158427,B,Y,23.28754804,1.712440381,in,1st,2,0.000119213,4.791655093
583,104530,7610,12/8/2014 17:07,"0.98,0.019999998",12/31/2014 23:59,"[1, 0]",0.0008,A,N,23.28614603,31.71384239,in,NA,2,0.00079992,0.000416667
583,104532,296,12/8/2014 17:08,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,A,N,23.28573626,31.71425217,in,NA,2,-0.0006,1.078576389
625,104539,7610,12/8/2014 17:10,"0.98,0.019999998",12/31/2014 23:59,"[1, 0]",0.0008,A,N,23.28458766,31.71540077,in,NA,2,0.00064512,1.079756944
635,104540,7610,12/8/2014 17:10,"0.97999996,0.02",12/31/2014 23:59,"[1, 0]",0.000800002,A,N,23.28442238,31.71556605,in,NA,2,0.000595982,1.100416667
702,104541,7610,12/8/2014 17:11,"0.98,0.02",12/31/2014 23:59,"[1, 0]",0.0008,A,N,23.28398334,31.71600508,in,NA,2,0.000599999,1.080046296
229,104546,10486,12/8/2014 17:17,"0.98210317,0.017896859",12/31/2014 0:00,"[1, 0]",0.000640594,A,N,22.2795449,31.7204551,in,NA,2,-0.001809406,1.072847222
204,104551,10486,12/8/2014 17:19,"0.9809741,0.019025939",12/31/2014 23:59,"[1, 0]",0.000723971,A,N,23.27782472,31.72216371,in,NA,2,-0.000659409,0.012523148
352,104550,45,12/8/2014 17:19,"0.40000004,0.59999996",12/15/2014 22:00,"[0, 1]",0.320000064,B,Y,7.194541146,1.722125521,in,1st,2,0.10220013,1.731990741
452,104554,10486,12/8/2014 17:21,"0.40055004,0.59945",2/6/2015 9:59,"[0, 1]",0.320880637,A,N,59.69341693,31.72323817,in,NA,2,0.139558205,0.010462963
466,104555,45,12/8/2014 17:23,"0.0002236624,0.0001441159,0.00014195254,0.000113529204,0.00014828221,0.011118561,0.15010001,0.8380099",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.007538171,B,Y,22.27560684,1.724381586,in,1st,2,-0.008782941,0.000266204
466,104556,45,12/8/2014 17:23,"0.0002069694,0.00013335983,0.00013135794,0.00010505598,0.00013721519,0.010288729,0.13889733,0.8501",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.006454942,B,Y,22.27534145,1.724646973,in,1st,2,-0.001083229,0.000891204
466,104557,45,12/8/2014 17:24,"0.0001922591,0.00012388131,0.000122021695,9.7589145e-05,0.00012746264,0.0095574595,0.20009999,0.7896793",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.012668657,B,Y,22.27445454,1.725533888,in,1st,2,0.006213715,0.000162037
466,104558,45,12/8/2014 17:25,"0.0001827333,0.0001177434,0.000115975934,9.275394e-05,0.000121147306,0.00908392,0.19018571,0.8001",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.011444378,B,Y,22.27428936,1.725699067,in,1st,2,-0.001224279,0.007673611
452,104566,45,12/8/2014 17:36,"0.38,0.62",2/6/2015 9:59,"[0, 1]",0.2888,A,N,59.68296291,31.73369218,in,NA,2,-0.032080637,0.001655093
466,104565,10162,12/8/2014 17:36,"0.00012788588,8.240271e-05,8.116575e-05,6.491384e-05,8.478493e-05,0.006357381,0.13310145,0.8601",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.005605341,B,Y,22.26661514,1.73337329,in,1st,2,-0.005839038,0.011956019
204,104568,10162,12/8/2014 17:37,"0.96999997,0.03",12/31/2014 23:59,"[1, 0]",0.001800002,A,N,23.26530146,31.73468697,in,NA,2,0.001076031,1.081099537
452,104571,176,12/8/2014 17:38,"0.35,0.65",2/6/2015 9:59,"[0, 1]",0.245,A,N,59.68130151,31.73535358,in,NA,2,-0.0438,1.057546296
718,104574,176,12/8/2014 17:40,"0.96999997,0.030000001",1/5/2015 23:59,"[1, 0]",0.001800002,B,Y,28.26362796,1.736360461,in,1st,2,-0.005399998,1.984803241
719,104577,176,12/8/2014 17:41,"0.97999996,0.02",1/5/2015 23:59,"[1, 0]",0.000800002,A,N,28.2625864,31.73740203,in,NA,2,-0.004913803,1.073599537
466,104579,45,12/8/2014 17:53,"0.00012537824,8.078692e-05,7.957422e-05,6.364099e-05,8.312243e-05,0.0062327236,0.15010001,0.84323484",12/30/2014 23:59,"[0, 0, 0, 0, 0, 0, 0, 1]",0.007034347,B,Y,22.2546592,1.745329223,in,1st,2,0.001429006,1.712523148
1083,104584,10463,12/8/2014 17:57,"0.805,0.195",12/8/2014 18:20,"[0.741, 0.259]",0.008192,N,NA,0.015540581,NA,out,NA,2,0.00747,0.004189815
1083,104586,45,12/8/2014 18:03,"0.8,0.2",12/8/2014 18:20,"[0.741, 0.259]",0.006962,N,NA,0.011350851,NA,out,NA,2,-0.00123,1.732905093
102,104593,8935,12/8/2014 18:18,"0.9800001,0.020000003",12/31/2014 0:00,"[1, 0]",0.000799996,B,Y,22.23707412,1.762925878,in,1st,2,-0.00100001,0.026076389
189,104592,8935,12/8/2014 18:18,"0.96999997,0.029999994",12/22/2014 23:59,"[1, 0]",0.001800001,B,Y,14.23645656,1.762848995,in,1st,2,-0.001399999,0.019803241
192,104596,8935,12/8/2014 18:19,"0.98,0.02",12/31/2014 0:00,"[1, 0]",0.0008,B,Y,22.23660505,1.763394953,in,1st,2,-0.001,4.120763889
