questionId,month,brier,set,inExp,active,1stActive
386,12/7/2014,0.001494491,A,Y,A,1
386,1/7/2015,0.001551919,A,Y,N,NA
391,12/7/2014,0.067804296,N,N,NA,NA
391,1/7/2015,0.067804296,N,N,NA,NA
403,12/7/2014,1.436848927,A,Y,A,1
403,1/7/2015,1.171058021,A,Y,N,NA
404,12/7/2014,0.176854107,B,Y,N,NA
404,1/7/2015,0.112766754,B,Y,A,1
405,12/7/2014,0.106433426,B,Y,N,NA
410,12/7/2014,0.000814025,B,Y,N,NA
416,12/7/2014,0.066077637,A,Y,A,1
416,1/7/2015,0.000656265,A,Y,N,NA
417,12/7/2014,0.09929865,B,Y,N,NA
417,1/7/2015,1.607105789,B,Y,A,1
418,12/7/2014,0.005133796,A,Y,A,1
418,1/7/2015,0.000902721,A,Y,N,NA
419,12/7/2014,0.052927317,A,Y,A,1
419,1/7/2015,0.001688376,A,Y,N,NA
420,12/7/2014,0.861257996,A,Y,A,1
420,1/7/2015,0.440492747,A,Y,N,NA
422,12/7/2014,0.455989252,B,Y,N,NA
422,1/7/2015,0.138070867,B,Y,A,1
428,12/7/2014,0.001878237,A,Y,A,1
428,1/7/2015,0.0008209,A,Y,N,NA
445,12/7/2014,0.103849149,B,Y,N,NA
445,1/7/2015,0.079034618,B,Y,A,1
447,12/7/2014,0.141567706,A,Y,A,1
447,1/7/2015,0.156538109,A,Y,N,NA
451,12/7/2014,0.198828877,A,Y,A,1
451,1/7/2015,0.002245541,A,Y,N,NA
452,12/7/2014,0.193007131,A,Y,A,1
452,1/7/2015,0.238012246,A,Y,N,NA
459,12/7/2014,0.01016171,B,Y,N,NA
459,1/7/2015,0.038258511,B,Y,A,1
465,12/7/2014,0.002298428,B,Y,N,NA
466,12/7/2014,0.033146858,B,Y,N,NA
466,1/7/2015,0.001727924,B,Y,A,1
467,12/7/2014,6.56E-05,A,Y,A,1
467,1/7/2015,0.000100604,A,Y,N,NA
468,12/7/2014,0.075110199,A,Y,A,1
468,1/7/2015,0.000592526,A,Y,N,NA
469,12/7/2014,0.336744972,B,Y,N,NA
469,1/7/2015,0.254598446,B,Y,A,1
511,12/7/2014,0.033981014,B,Y,N,NA
554,12/7/2014,0.000768786,B,Y,N,NA
554,1/7/2015,0.001796118,B,Y,A,1
580,12/7/2014,0.019991341,B,Y,N,NA
580,1/7/2015,0.03742884,B,Y,A,1
583,12/7/2014,0.029960189,A,Y,A,1
583,1/7/2015,0.000228541,A,Y,N,NA
624,12/7/2014,0.066143645,B,Y,N,NA
624,1/7/2015,0.016169104,B,Y,A,1
625,12/7/2014,0.01507553,A,Y,A,1
625,1/7/2015,0.000688015,A,Y,N,NA
628,12/7/2014,0.52186202,B,Y,N,NA
628,1/7/2015,0.266421685,B,Y,A,1
635,12/7/2014,0.026961836,A,Y,A,1
635,1/7/2015,0.002610875,A,Y,N,NA
649,12/7/2014,0.030379581,B,Y,N,NA
659,12/7/2014,0.003368068,B,Y,N,NA
663,12/7/2014,0.094117818,A,Y,A,1
663,1/7/2015,0.090151713,A,Y,N,NA
664,12/7/2014,0.198160599,B,Y,N,NA
664,1/7/2015,0.204509485,B,Y,A,1
665,12/7/2014,0.243118789,A,Y,A,1
665,1/7/2015,0.137662633,A,Y,N,NA
670,12/7/2014,0.003865111,A,Y,A,1
670,1/7/2015,0.000284007,A,Y,N,NA
679,12/7/2014,0.14728236,A,Y,A,1
679,1/7/2015,0.003422445,A,Y,N,NA
693,12/7/2014,0.009807952,A,Y,A,1
693,1/7/2015,0.006351485,A,Y,N,NA
694,12/7/2014,0.55973309,N,N,NA,NA
694,1/7/2015,0.640908378,N,N,NA,NA
702,12/7/2014,0.007893141,A,Y,A,1
702,1/7/2015,0.003205158,A,Y,N,NA
704,12/7/2014,0.032613717,A,Y,A,1
704,1/7/2015,0.003799172,A,Y,N,NA
705,12/7/2014,0.017316237,B,Y,N,NA
705,1/7/2015,0.07439875,B,Y,A,1
710,12/7/2014,0.029648102,A,Y,A,1
710,1/7/2015,0.002388132,A,Y,N,NA
715,12/7/2014,0.006933638,A,Y,A,1
715,1/7/2015,1.78E-08,A,Y,N,NA
718,12/7/2014,0.010898097,B,Y,N,NA
718,1/7/2015,0.038763426,B,Y,A,1
719,12/7/2014,0.001445888,A,Y,A,1
719,1/7/2015,0.000741622,A,Y,N,NA
720,12/7/2014,0.786358256,A,Y,A,1
720,1/7/2015,0.895004274,A,Y,N,NA
733,12/7/2014,0.176058565,B,Y,N,NA
733,1/7/2015,0.028685494,B,Y,A,1
748,12/7/2014,0.060354543,N,N,NA,NA
748,1/7/2015,0.046936625,N,N,NA,NA
761,12/7/2014,0.221050065,B,Y,N,NA
761,1/7/2015,0.001767749,B,Y,A,1
786,12/7/2014,0.024762985,A,Y,A,1
786,1/7/2015,0.001919266,A,Y,N,NA
789,12/7/2014,0.235029165,B,Y,N,NA
791,12/7/2014,0.002947507,A,Y,A,1
791,1/7/2015,0.004034755,A,Y,N,NA
801,12/7/2014,0.089427739,A,Y,A,1
801,1/7/2015,0.046911717,A,Y,N,NA
803,12/7/2014,0.023191088,B,Y,N,NA
803,1/7/2015,0.047046011,B,Y,A,1
818,12/7/2014,0.868586983,A,Y,A,1
818,1/7/2015,1.386636858,A,Y,N,NA
819,12/7/2014,0.231164369,A,Y,A,1
819,1/7/2015,0.388655307,A,Y,N,NA
835,12/7/2014,0.00167892,B,Y,N,NA
845,12/7/2014,0.486973475,B,Y,N,NA
845,1/7/2015,0.49238585,B,Y,A,1
853,12/7/2014,0.040290549,A,Y,A,1
856,12/7/2014,0.010536854,A,Y,A,1
856,1/7/2015,0.002037057,A,Y,N,NA
867,12/7/2014,0.033905617,B,Y,N,NA
867,1/7/2015,0.009130821,B,Y,A,1
875,12/7/2014,0.05653317,A,Y,A,1
875,1/7/2015,0.074502287,A,Y,N,NA
876,12/7/2014,0.635795995,A,Y,A,1
876,1/7/2015,0.62372722,A,Y,N,NA
877,12/7/2014,0.28149678,B,Y,N,NA
877,1/7/2015,0.120367187,B,Y,A,1
878,12/7/2014,0.100265435,B,Y,N,NA
878,1/7/2015,0.048685921,B,Y,A,1
894,12/7/2014,0.102037753,B,Y,N,NA
897,12/7/2014,0.006781959,A,Y,A,1
898,12/7/2014,0.013097215,B,Y,N,NA
899,12/7/2014,0.027709761,B,Y,N,NA
905,12/7/2014,0.173483356,A,Y,A,1
905,1/7/2015,0.281680846,A,Y,N,NA
906,12/7/2014,0.58819931,B,Y,N,NA
906,1/7/2015,0.526020157,B,Y,A,1
907,12/7/2014,0.91278884,B,Y,N,NA
907,1/7/2015,0.690182842,B,Y,A,1
908,12/7/2014,0.069283938,N,N,NA,NA
917,12/7/2014,1.009989051,B,Y,N,NA
917,1/7/2015,0.903168073,B,Y,A,1
918,12/7/2014,0.899794707,A,Y,A,1
918,1/7/2015,0.92068597,A,Y,N,NA
920,12/7/2014,0.004148295,A,Y,A,1
922,12/7/2014,0.007001293,A,Y,A,1
923,12/7/2014,0.002688859,A,Y,A,1
924,12/7/2014,0.229960668,B,Y,N,NA
924,1/7/2015,0.038784645,B,Y,A,1
934,12/7/2014,0.034467334,B,Y,N,NA
934,1/7/2015,0.032037259,B,Y,A,1
937,12/7/2014,0.296995859,B,Y,N,NA
937,1/7/2015,0.029885095,B,Y,A,1
939,12/7/2014,0.006655524,B,Y,N,NA
1022,12/7/2014,0.162315664,N,N,NA,NA
1022,1/7/2015,0.099068523,N,N,NA,NA
1023,12/7/2014,0.387067871,N,N,NA,NA
1023,1/7/2015,0.047197897,N,N,NA,NA
1025,12/7/2014,0.104584735,B,Y,N,NA
1025,1/7/2015,0.023055472,B,Y,A,1
1028,12/7/2014,0.411761575,N,N,NA,NA
1030,12/7/2014,0.450651879,A,Y,A,1
1030,1/7/2015,0.575180873,A,Y,N,NA
1038,12/7/2014,0.271556611,B,Y,N,NA
1038,1/7/2015,0.202670827,B,Y,A,1
1041,12/7/2014,0.141426387,A,Y,A,1
1041,1/7/2015,0.004607691,A,Y,N,NA
1042,12/7/2014,0.06033829,A,Y,A,1
1042,1/7/2015,0.014178742,A,Y,N,NA
1058,12/7/2014,0.512154856,N,N,NA,NA
1058,1/7/2015,0.480028172,N,N,NA,NA
1063,12/7/2014,0.401250851,N,N,NA,NA
1063,1/7/2015,0.2312,N,N,NA,NA
1069,12/7/2014,0.559185226,B,Y,N,NA
1069,1/7/2015,0.261574053,B,Y,A,1
1083,12/7/2014,0.100420166,N,N,NA,NA
1083,1/7/2015,0.006784798,N,N,NA,NA
1088,1/7/2015,0.316845993,N,N,NA,NA
1089,1/7/2015,0.551521092,B,Y,A,1
1090,1/7/2015,0.475649616,N,N,NA,NA
1098,1/7/2015,0.416425431,N,N,NA,NA
1102,1/7/2015,0.495846419,N,N,NA,NA
1108,1/7/2015,0.739724714,N,N,NA,NA
1114,1/7/2015,0.762583777,N,N,NA,NA
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
